Apartment_Name,Apartment_Location,Apartment_Rent,Apartment_Deposit,Apartment_Negotiable,Apartment_Image_URL,Apartment_Latitude,Apartment_Longitude,Amenity_Name,Amenity_Category,Amenity_Latitude,Amenity_Longitude,Amenity_Address
2 BHK Flat  In Vighnaharta Complex for Rent  In Kothrud,"Near, Flat num 207, Plot num 34, Vighnaharta Co-operating society, Mhatre Bridge, corner, Erandwana Gaothan, Erandwane, Pune, Maharashtra 411004","₹ 13,000No Extra Maintenance","₹30,000",Rent (Non-Negotiable),Image URL not found,18.4958923,73.8173819,Khatri Ice Cream and Mastani,Ice cream parlor,18.470303,73.821166,"Manikbaug (Sinhagad Road), Pune 411051, Mahārāshtra"
2 BHK Flat  In Vighnaharta Complex for Rent  In Kothrud,"Near, Flat num 207, Plot num 34, Vighnaharta Co-operating society, Mhatre Bridge, corner, Erandwana Gaothan, Erandwane, Pune, Maharashtra 411004","₹ 13,000No Extra Maintenance","₹30,000",Rent (Non-Negotiable),Image URL not found,18.4958923,73.8173819,Tilak Hotel,Snack place,18.509717,73.846917,"Sadashiv Peth (Tilak road), Pune 411030, Mahārāshtra"
2 BHK Flat  In Vighnaharta Complex for Rent  In Kothrud,"Near, Flat num 207, Plot num 34, Vighnaharta Co-operating society, Mhatre Bridge, corner, Erandwana Gaothan, Erandwane, Pune, Maharashtra 411004","₹ 13,000No Extra Maintenance","₹30,000",Rent (Non-Negotiable),Image URL not found,18.4958923,73.8173819,Barbeque Nation,Bbq joint,18.516391,73.84235,"J.M. Road, R Deccan Mall (Jangali Maharaj Road), Pune 411004, Mahārāshtra"
2 BHK Flat  In Vighnaharta Complex for Rent  In Kothrud,"Near, Flat num 207, Plot num 34, Vighnaharta Co-operating society, Mhatre Bridge, corner, Erandwana Gaothan, Erandwane, Pune, Maharashtra 411004","₹ 13,000No Extra Maintenance","₹30,000",Rent (Non-Negotiable),Image URL not found,18.4958923,73.8173819,McDonald's,Burger joint,18.476361,73.822553,941735
2 BHK Flat  In Vighnaharta Complex for Rent  In Kothrud,"Near, Flat num 207, Plot num 34, Vighnaharta Co-operating society, Mhatre Bridge, corner, Erandwana Gaothan, Erandwane, Pune, Maharashtra 411004","₹ 13,000No Extra Maintenance","₹30,000",Rent (Non-Negotiable),Image URL not found,18.4958923,73.8173819,Relax Pure Veg,Restaurant,18.490283,73.849743,"Tulsibag Colony, Sahakar (Sahakar Nagar-Parvati Darshan), Pune 411009, Mahārāshtra"
2 BHK Flat  In Vighnaharta Complex for Rent  In Kothrud,"Near, Flat num 207, Plot num 34, Vighnaharta Co-operating society, Mhatre Bridge, corner, Erandwana Gaothan, Erandwane, Pune, Maharashtra 411004","₹ 13,000No Extra Maintenance","₹30,000",Rent (Non-Negotiable),Image URL not found,18.4958923,73.8173819,Café Coffee Day,Coffee shop,18.508641,73.790083,"Castrol Bike Zone, Bhusari Colony, Paud Road, Kothrud (Paud Road, Kothrud), Pune 411038, Mahārāshtra"
2 BHK Flat  In Vighnaharta Complex for Rent  In Kothrud,"Near, Flat num 207, Plot num 34, Vighnaharta Co-operating society, Mhatre Bridge, corner, Erandwana Gaothan, Erandwane, Pune, Maharashtra 411004","₹ 13,000No Extra Maintenance","₹30,000",Rent (Non-Negotiable),Image URL not found,18.4958923,73.8173819,Hotel Roopali,Indian restaurant,18.519451,73.841504,"Survey No 12/27, Fergusson College Road (Sudhabhau Kelkar Road), Pune 411004, Mahārāshtra"
2 BHK Flat  In Vighnaharta Complex for Rent  In Kothrud,"Near, Flat num 207, Plot num 34, Vighnaharta Co-operating society, Mhatre Bridge, corner, Erandwana Gaothan, Erandwane, Pune, Maharashtra 411004","₹ 13,000No Extra Maintenance","₹30,000",Rent (Non-Negotiable),Image URL not found,18.4958923,73.8173819,Vaishali | वैशाली,South indian restaurant,18.520894,73.841451,"P-1218/1, Fergusson College Road (Fergusson College Rd), Pune 411004, Mahārāshtra"
2 BHK Flat  In Vighnaharta Complex for Rent  In Kothrud,"Near, Flat num 207, Plot num 34, Vighnaharta Co-operating society, Mhatre Bridge, corner, Erandwana Gaothan, Erandwane, Pune, Maharashtra 411004","₹ 13,000No Extra Maintenance","₹30,000",Rent (Non-Negotiable),Image URL not found,18.4958923,73.8173819,Mad Over Donuts,Bakery,18.519349,73.845515,"Near Sambhaji Park, Jm Road, Pune 411004, Mahārāshtra"
2 BHK Flat  In Vighnaharta Complex for Rent  In Kothrud,"Near, Flat num 207, Plot num 34, Vighnaharta Co-operating society, Mhatre Bridge, corner, Erandwana Gaothan, Erandwane, Pune, Maharashtra 411004","₹ 13,000No Extra Maintenance","₹30,000",Rent (Non-Negotiable),Image URL not found,18.4958923,73.8173819,Taljai Tekadi,Mountain,18.481783,73.845456,"Sahakar, Pune 411009, Mahārāshtra"
2 BHK Flat  In Vighnaharta Complex for Rent  In Kothrud,"Near, Flat num 207, Plot num 34, Vighnaharta Co-operating society, Mhatre Bridge, corner, Erandwana Gaothan, Erandwane, Pune, Maharashtra 411004","₹ 13,000No Extra Maintenance","₹30,000",Rent (Non-Negotiable),Image URL not found,18.4958923,73.8173819,Sujata Mastani,Bakery,18.511707,73.852215,"1260 Nimbalkar Talim Chowk, Sadashiv Peth (Sadashiv Peth), Pune 411030, Mahārāshtra"
2 BHK Flat  In Vighnaharta Complex for Rent  In Kothrud,"Near, Flat num 207, Plot num 34, Vighnaharta Co-operating society, Mhatre Bridge, corner, Erandwana Gaothan, Erandwane, Pune, Maharashtra 411004","₹ 13,000No Extra Maintenance","₹30,000",Rent (Non-Negotiable),Image URL not found,18.4958923,73.8173819,Spice Kitchen,Asian restaurant,18.530183,73.832419,"Jw Marriott Hotel Pune, Ground Floor, Pune Marriott Hotel And Convention Centre (Senapati Bapat Road), Pune 411016, Mahārāshtra"
2 BHK Flat  In Vighnaharta Complex for Rent  In Kothrud,"Near, Flat num 207, Plot num 34, Vighnaharta Co-operating society, Mhatre Bridge, corner, Erandwana Gaothan, Erandwane, Pune, Maharashtra 411004","₹ 13,000No Extra Maintenance","₹30,000",Rent (Non-Negotiable),Image URL not found,18.4958923,73.8173819,Subway,Deli,18.472079,73.829897,"Law College Road, 941735"
2 BHK Flat  In Vighnaharta Complex for Rent  In Kothrud,"Near, Flat num 207, Plot num 34, Vighnaharta Co-operating society, Mhatre Bridge, corner, Erandwana Gaothan, Erandwane, Pune, Maharashtra 411004","₹ 13,000No Extra Maintenance","₹30,000",Rent (Non-Negotiable),Image URL not found,18.4958923,73.8173819,Raja Dinkar Kelkar Museum,History museum,18.510708,73.854562,"1377- 78, Shukrawar Peth (off Bajirao road), Pune 411002, Mahārāshtra"
2 BHK Flat  In Vighnaharta Complex for Rent  In Kothrud,"Near, Flat num 207, Plot num 34, Vighnaharta Co-operating society, Mhatre Bridge, corner, Erandwana Gaothan, Erandwane, Pune, Maharashtra 411004","₹ 13,000No Extra Maintenance","₹30,000",Rent (Non-Negotiable),Image URL not found,18.4958923,73.8173819,Chandni Chowk,Other great outdoors,18.508099,73.78358,"Pune 941735, Mahārāshtra"
2 BHK Flat  In Vighnaharta Complex for Rent  In Kothrud,"Near, Flat num 207, Plot num 34, Vighnaharta Co-operating society, Mhatre Bridge, corner, Erandwana Gaothan, Erandwane, Pune, Maharashtra 411004","₹ 13,000No Extra Maintenance","₹30,000",Rent (Non-Negotiable),Image URL not found,18.4958923,73.8173819,Hotel Madhuban,Tea room,18.519302,73.848929,"Shanivar Peth (near Omkareshwar Temple), Pune 411030, Mahārāshtra"
2 BHK Flat  In Vighnaharta Complex for Rent  In Kothrud,"Near, Flat num 207, Plot num 34, Vighnaharta Co-operating society, Mhatre Bridge, corner, Erandwana Gaothan, Erandwane, Pune, Maharashtra 411004","₹ 13,000No Extra Maintenance","₹30,000",Rent (Non-Negotiable),Image URL not found,18.4958923,73.8173819,Bhagat Tarachand,Indian restaurant,18.514474,73.851367,"Above Vishal Megamart (Laxmi Road), Pune 941735, Mahārāshtra"
2 BHK Flat  In Vighnaharta Complex for Rent  In Kothrud,"Near, Flat num 207, Plot num 34, Vighnaharta Co-operating society, Mhatre Bridge, corner, Erandwana Gaothan, Erandwane, Pune, Maharashtra 411004","₹ 13,000No Extra Maintenance","₹30,000",Rent (Non-Negotiable),Image URL not found,18.4958923,73.8173819,Bohemian,Restaurant,18.497798,73.787556,"104/5/2, Club Oasis Premises, Nda Road, Chandani Chowk, Bavdhan (NDA Road), Pune 411021, Mahārāshtra"
2 BHK Flat  In Vighnaharta Complex for Rent  In Kothrud,"Near, Flat num 207, Plot num 34, Vighnaharta Co-operating society, Mhatre Bridge, corner, Erandwana Gaothan, Erandwane, Pune, Maharashtra 411004","₹ 13,000No Extra Maintenance","₹30,000",Rent (Non-Negotiable),Image URL not found,18.4958923,73.8173819,Pune Baking Company,Bakery,18.531926,73.829884,"Jw Marriott Hotel Pune, Pune Marriott Hotel And Convention Centre (Senapati Bapat Road), Pune 411016, Mahārāshtra"
2 BHK Flat  In Vighnaharta Complex for Rent  In Kothrud,"Near, Flat num 207, Plot num 34, Vighnaharta Co-operating society, Mhatre Bridge, corner, Erandwana Gaothan, Erandwane, Pune, Maharashtra 411004","₹ 13,000No Extra Maintenance","₹30,000",Rent (Non-Negotiable),Image URL not found,18.4958923,73.8173819,Club Oasis,Indian restaurant,18.497885,73.787628,"Barjiwadi Road, Pune 941735, Mahārāshtra"
2 BHK Flat  In Vighnaharta Complex for Rent  In Kothrud,"Near, Flat num 207, Plot num 34, Vighnaharta Co-operating society, Mhatre Bridge, corner, Erandwana Gaothan, Erandwane, Pune, Maharashtra 411004","₹ 13,000No Extra Maintenance","₹30,000",Rent (Non-Negotiable),Image URL not found,18.4958923,73.8173819,Masemari,Seafood restaurant,18.505546,73.852187,"2132 Trimurti Complex, Vijay Nagar, Sadashiv Peth (Tilak Road), Pune 411030, Mahārāshtra"
2 BHK Flat  In Vighnaharta Complex for Rent  In Kothrud,"Near, Flat num 207, Plot num 34, Vighnaharta Co-operating society, Mhatre Bridge, corner, Erandwana Gaothan, Erandwane, Pune, Maharashtra 411004","₹ 13,000No Extra Maintenance","₹30,000",Rent (Non-Negotiable),Image URL not found,18.4958923,73.8173819,Shree Krishna Juice Bar,Juice bar,18.523551,73.847539,"Near Naturals Ice Cream, Jm Road, Pune 411004, Mahārāshtra"
2 BHK Flat  In Vighnaharta Complex for Rent  In Kothrud,"Near, Flat num 207, Plot num 34, Vighnaharta Co-operating society, Mhatre Bridge, corner, Erandwana Gaothan, Erandwane, Pune, Maharashtra 411004","₹ 13,000No Extra Maintenance","₹30,000",Rent (Non-Negotiable),Image URL not found,18.4958923,73.8173819,Café Coffee Day,Café,18.508083,73.782805,"Pune - Mumbai Bypass Road, Bavdhan, Pune 411021, Mahārāshtra"
2 BHK Flat  In Vighnaharta Complex for Rent  In Kothrud,"Near, Flat num 207, Plot num 34, Vighnaharta Co-operating society, Mhatre Bridge, corner, Erandwana Gaothan, Erandwane, Pune, Maharashtra 411004","₹ 13,000No Extra Maintenance","₹30,000",Rent (Non-Negotiable),Image URL not found,18.4958923,73.8173819,Miami,Night club,18.532156,73.829873,"Marriott Hotel .And Convention Centre (Senapati Bapat Rd), Pune 411053, Mahārāshtra"
2 BHK Flat  In Vighnaharta Complex for Rent  In Kothrud,"Near, Flat num 207, Plot num 34, Vighnaharta Co-operating society, Mhatre Bridge, corner, Erandwana Gaothan, Erandwane, Pune, Maharashtra 411004","₹ 13,000No Extra Maintenance","₹30,000",Rent (Non-Negotiable),Image URL not found,18.4958923,73.8173819,Dagdusheth Halwai Ganpati Mandir,Hindu temple,18.516243,73.85596,"N C Kelkar Road (Off Laxmi Road), Pune 411030, Mahārāshtra"
2 BHK Flat  In Vighnaharta Complex for Rent  In Kothrud,"Near, Flat num 207, Plot num 34, Vighnaharta Co-operating society, Mhatre Bridge, corner, Erandwana Gaothan, Erandwane, Pune, Maharashtra 411004","₹ 13,000No Extra Maintenance","₹30,000",Rent (Non-Negotiable),Image URL not found,18.4958923,73.8173819,Natural Ice Cream,Dessert shop,18.514319,73.782294,"Bavdhan, Nda Road (Shinde Nagar), Pune, Mahārāshtra"
2 BHK Flat  In Vighnaharta Complex for Rent  In Kothrud,"Near, Flat num 207, Plot num 34, Vighnaharta Co-operating society, Mhatre Bridge, corner, Erandwana Gaothan, Erandwane, Pune, Maharashtra 411004","₹ 13,000No Extra Maintenance","₹30,000",Rent (Non-Negotiable),Image URL not found,18.4958923,73.8173819,The Pavillion,Retail,18.533725,73.829844,"5 Next To Jw Marriott, Senapati Bapat Road, Shivaji Co Operative Housing Society, Bhageerath, Gokhalenagar, Pune 411016, Mahārāshtra"
2 BHK Flat  In Vighnaharta Complex for Rent  In Kothrud,"Near, Flat num 207, Plot num 34, Vighnaharta Co-operating society, Mhatre Bridge, corner, Erandwana Gaothan, Erandwane, Pune, Maharashtra 411004","₹ 13,000No Extra Maintenance","₹30,000",Rent (Non-Negotiable),Image URL not found,18.4958923,73.8173819,Mac Drup - Appa Balwant Chowk,Art gallery,18.501247,73.79313,
2 BHK Flat  In Vighnaharta Complex for Rent  In Kothrud,"Near, Flat num 207, Plot num 34, Vighnaharta Co-operating society, Mhatre Bridge, corner, Erandwana Gaothan, Erandwane, Pune, Maharashtra 411004","₹ 13,000No Extra Maintenance","₹30,000",Rent (Non-Negotiable),Image URL not found,18.4958923,73.8173819,Nimantran Restaurant and Bar,Indian restaurant,18.48627,73.858799,"Near Pune Satara Road (near city pride swarget), Pune 941735, Mahārāshtra"
2 BHK Flat  In Vighnaharta Complex for Rent  In Kothrud,"Near, Flat num 207, Plot num 34, Vighnaharta Co-operating society, Mhatre Bridge, corner, Erandwana Gaothan, Erandwane, Pune, Maharashtra 411004","₹ 13,000No Extra Maintenance","₹30,000",Rent (Non-Negotiable),Image URL not found,18.4958923,73.8173819,PVR Cinemas ( Icon ),Movie theater,18.533876,73.829929,"Next To Jw Marriot (S B Rd), Pune 411016, Mahārāshtra"
2 BHK Flat  In Vighnaharta Complex for Rent  In Kothrud,"Near, Flat num 207, Plot num 34, Vighnaharta Co-operating society, Mhatre Bridge, corner, Erandwana Gaothan, Erandwane, Pune, Maharashtra 411004","₹ 13,000No Extra Maintenance","₹30,000",Rent (Non-Negotiable),Image URL not found,18.4958923,73.8173819,Jagaat Bhaari Kolhapuri,Indian restaurant,18.488157,73.857064,"Opposite City Pride, Near Bhapkar Petrol Pump Satara Road, Satara Road (Satara Road), Pune 411009, Mahārāshtra"
2 BHK Flat  In Vighnaharta Complex for Rent  In Kothrud,"Near, Flat num 207, Plot num 34, Vighnaharta Co-operating society, Mhatre Bridge, corner, Erandwana Gaothan, Erandwane, Pune, Maharashtra 411004","₹ 13,000No Extra Maintenance","₹30,000",Rent (Non-Negotiable),Image URL not found,18.4958923,73.8173819,Jayashree Paavbhaji,Indian restaurant,18.50496,73.854393,941735
2 BHK Flat  In Vighnaharta Complex for Rent  In Kothrud,"Near, Flat num 207, Plot num 34, Vighnaharta Co-operating society, Mhatre Bridge, corner, Erandwana Gaothan, Erandwane, Pune, Maharashtra 411004","₹ 13,000No Extra Maintenance","₹30,000",Rent (Non-Negotiable),Image URL not found,18.4958923,73.8173819,Mahavir Electronics Bibvewadi,Electronics store,18.496562,73.789746,
2 BHK Flat  In Vighnaharta Complex for Rent  In Kothrud,"Near, Flat num 207, Plot num 34, Vighnaharta Co-operating society, Mhatre Bridge, corner, Erandwana Gaothan, Erandwane, Pune, Maharashtra 411004","₹ 13,000No Extra Maintenance","₹30,000",Rent (Non-Negotiable),Image URL not found,18.4958923,73.8173819,Little Italy Express Food,Italian restaurant,18.534917,73.838134,"Park Plaza, 465/C1, Cts - 1085 (Ganesh Khind Road, Next to Central Mall,), Pune 411007, Mahārāshtra"
2 BHK Flat  In Vighnaharta Complex for Rent  In Kothrud,"Near, Flat num 207, Plot num 34, Vighnaharta Co-operating society, Mhatre Bridge, corner, Erandwana Gaothan, Erandwane, Pune, Maharashtra 411004","₹ 13,000No Extra Maintenance","₹30,000",Rent (Non-Negotiable),Image URL not found,18.4958923,73.8173819,"Cafe Peter Donuts, Bavdhan",Café,18.510507,73.781837,"Shop No 2-3, Waman Ganesh Heights (Bavdhan), Pune 411021, Mahārāshtra"
2 BHK Flat  In Vighnaharta Complex for Rent  In Kothrud,"Near, Flat num 207, Plot num 34, Vighnaharta Co-operating society, Mhatre Bridge, corner, Erandwana Gaothan, Erandwane, Pune, Maharashtra 411004","₹ 13,000No Extra Maintenance","₹30,000",Rent (Non-Negotiable),Image URL not found,18.4958923,73.8173819,Café Coffee Day,Café,18.462161,73.823517,"Narhe (Narhe,NH-4), Pune, Mahārāshtra"
2 BHK Flat  In Vighnaharta Complex for Rent  In Kothrud,"Near, Flat num 207, Plot num 34, Vighnaharta Co-operating society, Mhatre Bridge, corner, Erandwana Gaothan, Erandwane, Pune, Maharashtra 411004","₹ 13,000No Extra Maintenance","₹30,000",Rent (Non-Negotiable),Image URL not found,18.4958923,73.8173819,Mankar Dosa Centre,Southern food restaurant,18.491036,73.858116,"Shop No 27/A, 26, Adinath Shopping Centre (satara road), Pune 411027, Mahārāshtra"
2 BHK Flat  In Vighnaharta Complex for Rent  In Kothrud,"Near, Flat num 207, Plot num 34, Vighnaharta Co-operating society, Mhatre Bridge, corner, Erandwana Gaothan, Erandwane, Pune, Maharashtra 411004","₹ 13,000No Extra Maintenance","₹30,000",Rent (Non-Negotiable),Image URL not found,18.4958923,73.8173819,Café Coffee Day,Café,18.4888,73.857795,"City Pride Multiplex, Ground Floor, Satara Road, Market Yard, Arihant Society, Maharshi (Pune Satara Road), Pune 411037, Mahārāshtra"
2 BHK Flat  In Vighnaharta Complex for Rent  In Kothrud,"Near, Flat num 207, Plot num 34, Vighnaharta Co-operating society, Mhatre Bridge, corner, Erandwana Gaothan, Erandwane, Pune, Maharashtra 411004","₹ 13,000No Extra Maintenance","₹30,000",Rent (Non-Negotiable),Image URL not found,18.4958923,73.8173819,Shrikrishna Bhuvan,Snack place,18.490212,73.847797,"Tulsibaug Lane (Bajirao Rd), Pune 411009, Mahārāshtra"
2 BHK Flat  In Vighnaharta Complex for Rent  In Kothrud,"Near, Flat num 207, Plot num 34, Vighnaharta Co-operating society, Mhatre Bridge, corner, Erandwana Gaothan, Erandwane, Pune, Maharashtra 411004","₹ 13,000No Extra Maintenance","₹30,000",Rent (Non-Negotiable),Image URL not found,18.4958923,73.8173819,Peter's Momo Centre,Chinese restaurant,18.514993,73.781927,"Near Tasty Tounge (Bavadhan), Pune 411023, Mahārāshtra"
2 BHK Flat  In Vighnaharta Complex for Rent  In Kothrud,"Near, Flat num 207, Plot num 34, Vighnaharta Co-operating society, Mhatre Bridge, corner, Erandwana Gaothan, Erandwane, Pune, Maharashtra 411004","₹ 13,000No Extra Maintenance","₹30,000",Rent (Non-Negotiable),Image URL not found,18.4958923,73.8173819,Khatris Ice Cream And Mastani,Ice cream parlor,18.49014,73.825978,"Vitthal Mandir (near rajaram mandir), Pune, Mahārāshtra"
2 BHK Flat  In Vighnaharta Complex for Rent  In Kothrud,"Near, Flat num 207, Plot num 34, Vighnaharta Co-operating society, Mhatre Bridge, corner, Erandwana Gaothan, Erandwane, Pune, Maharashtra 411004","₹ 13,000No Extra Maintenance","₹30,000",Rent (Non-Negotiable),Image URL not found,18.4958923,73.8173819,Nisarg Seafood Restaurant,Indian restaurant,18.506647,73.832137,"6/1, Nal Stop (Between Karve Road & Mhatre Bridge), Pune 411004, Mahārāshtra"
2 BHK Flat  In Vighnaharta Complex for Rent  In Kothrud,"Near, Flat num 207, Plot num 34, Vighnaharta Co-operating society, Mhatre Bridge, corner, Erandwana Gaothan, Erandwane, Pune, Maharashtra 411004","₹ 13,000No Extra Maintenance","₹30,000",Rent (Non-Negotiable),Image URL not found,18.4958923,73.8173819,Pu La Deshpande Garden,Garden,18.493185,73.835838,"Sinhgad Road (Sinhagad road), Pune 941735, Mahārāshtra"
2 BHK Flat  In Vighnaharta Complex for Rent  In Kothrud,"Near, Flat num 207, Plot num 34, Vighnaharta Co-operating society, Mhatre Bridge, corner, Erandwana Gaothan, Erandwane, Pune, Maharashtra 411004","₹ 13,000No Extra Maintenance","₹30,000",Rent (Non-Negotiable),Image URL not found,18.4958923,73.8173819,Muktai Coffee Shop,Café,18.462637,73.814558,"Pune 941735, Mahārāshtra"
2 BHK Flat  In Vighnaharta Complex for Rent  In Kothrud,"Near, Flat num 207, Plot num 34, Vighnaharta Co-operating society, Mhatre Bridge, corner, Erandwana Gaothan, Erandwane, Pune, Maharashtra 411004","₹ 13,000No Extra Maintenance","₹30,000",Rent (Non-Negotiable),Image URL not found,18.4958923,73.8173819,Le Plaisir,Bistro,18.514036,73.838639,"Shop No. 4B, Lane 6 Intersection, Off Bhandarkar Road, Deccan Gymkhana (Opp. Kelkar Eye Hospital, Prabhat Road), Pune 411004, Mahārāshtra"
2 BHK Flat  In Vighnaharta Complex for Rent  In Kothrud,"Near, Flat num 207, Plot num 34, Vighnaharta Co-operating society, Mhatre Bridge, corner, Erandwana Gaothan, Erandwane, Pune, Maharashtra 411004","₹ 13,000No Extra Maintenance","₹30,000",Rent (Non-Negotiable),Image URL not found,18.4958923,73.8173819,Baskin Robbins,Ice cream parlor,18.477962,73.824075,"Sinhagad Road, Pune 411052, Mahārāshtra"
2 BHK Flat  In Vighnaharta Complex for Rent  In Kothrud,"Near, Flat num 207, Plot num 34, Vighnaharta Co-operating society, Mhatre Bridge, corner, Erandwana Gaothan, Erandwane, Pune, Maharashtra 411004","₹ 13,000No Extra Maintenance","₹30,000",Rent (Non-Negotiable),Image URL not found,18.4958923,73.8173819,Bipin Snacks and Juice Bar,Indian restaurant,18.512998,73.839709,"Next To Sahyadri Hospital, Karve Road, Erandwane (Karve Road), Pune 411004, Mahārāshtra"
2 BHK Flat  In Vighnaharta Complex for Rent  In Kothrud,"Near, Flat num 207, Plot num 34, Vighnaharta Co-operating society, Mhatre Bridge, corner, Erandwana Gaothan, Erandwane, Pune, Maharashtra 411004","₹ 13,000No Extra Maintenance","₹30,000",Rent (Non-Negotiable),Image URL not found,18.4958923,73.8173819,Domino's Pizza,Pizzeria,18.477336,73.823679,"Prime House, Ground Floor, Gf 32, Meghdoot Park Road, Sayaji Circle, Pune 411051, Mahārāshtra"
2 BHK Flat  In Vighnaharta Complex for Rent  In Kothrud,"Near, Flat num 207, Plot num 34, Vighnaharta Co-operating society, Mhatre Bridge, corner, Erandwana Gaothan, Erandwane, Pune, Maharashtra 411004","₹ 13,000No Extra Maintenance","₹30,000",Rent (Non-Negotiable),Image URL not found,18.4958923,73.8173819,Parvati,Hiking trail,18.498149,73.849492,"Pune, Mahārāshtra"
2 BHK Flat  In Vighnaharta Complex for Rent  In Kothrud,"Near, Flat num 207, Plot num 34, Vighnaharta Co-operating society, Mhatre Bridge, corner, Erandwana Gaothan, Erandwane, Pune, Maharashtra 411004","₹ 13,000No Extra Maintenance","₹30,000",Rent (Non-Negotiable),Image URL not found,18.4958923,73.8173819,Cafe Goodluck,Café,18.517168,73.841506,"759/75, Goodluck (Corner of FC Road and Bhandarkar Road), Pune 411004, Mahārāshtra"
2 BHK Flat  In Vighnaharta Complex for Rent  In Kothrud,"Near, Flat num 207, Plot num 34, Vighnaharta Co-operating society, Mhatre Bridge, corner, Erandwana Gaothan, Erandwane, Pune, Maharashtra 411004","₹ 13,000No Extra Maintenance","₹30,000",Rent (Non-Negotiable),Image URL not found,18.4958923,73.8173819,Khatri Ice Cream and Mastani,Ice cream parlor,18.470303,73.821166,"Manikbaug (Sinhagad Road), Pune 411051, Mahārāshtra"
2 BHK Flat  In Vighnaharta Complex for Rent  In Kothrud,"Near, Flat num 207, Plot num 34, Vighnaharta Co-operating society, Mhatre Bridge, corner, Erandwana Gaothan, Erandwane, Pune, Maharashtra 411004","₹ 13,000No Extra Maintenance","₹30,000",Rent (Non-Negotiable),Image URL not found,18.4958923,73.8173819,Tilak Hotel,Snack place,18.509717,73.846917,"Sadashiv Peth (Tilak road), Pune 411030, Mahārāshtra"
2 BHK Flat  In Vighnaharta Complex for Rent  In Kothrud,"Near, Flat num 207, Plot num 34, Vighnaharta Co-operating society, Mhatre Bridge, corner, Erandwana Gaothan, Erandwane, Pune, Maharashtra 411004","₹ 13,000No Extra Maintenance","₹30,000",Rent (Non-Negotiable),Image URL not found,18.4958923,73.8173819,Barbeque Nation,Bbq joint,18.516391,73.84235,"J.M. Road, R Deccan Mall (Jangali Maharaj Road), Pune 411004, Mahārāshtra"
2 BHK Flat  In Vighnaharta Complex for Rent  In Kothrud,"Near, Flat num 207, Plot num 34, Vighnaharta Co-operating society, Mhatre Bridge, corner, Erandwana Gaothan, Erandwane, Pune, Maharashtra 411004","₹ 13,000No Extra Maintenance","₹30,000",Rent (Non-Negotiable),Image URL not found,18.4958923,73.8173819,McDonald's,Burger joint,18.476361,73.822553,941735
2 BHK Flat  In Vighnaharta Complex for Rent  In Kothrud,"Near, Flat num 207, Plot num 34, Vighnaharta Co-operating society, Mhatre Bridge, corner, Erandwana Gaothan, Erandwane, Pune, Maharashtra 411004","₹ 13,000No Extra Maintenance","₹30,000",Rent (Non-Negotiable),Image URL not found,18.4958923,73.8173819,Relax Pure Veg,Restaurant,18.490283,73.849743,"Tulsibag Colony, Sahakar (Sahakar Nagar-Parvati Darshan), Pune 411009, Mahārāshtra"
2 BHK Flat  In Vighnaharta Complex for Rent  In Kothrud,"Near, Flat num 207, Plot num 34, Vighnaharta Co-operating society, Mhatre Bridge, corner, Erandwana Gaothan, Erandwane, Pune, Maharashtra 411004","₹ 13,000No Extra Maintenance","₹30,000",Rent (Non-Negotiable),Image URL not found,18.4958923,73.8173819,Café Coffee Day,Coffee shop,18.508641,73.790083,"Castrol Bike Zone, Bhusari Colony, Paud Road, Kothrud (Paud Road, Kothrud), Pune 411038, Mahārāshtra"
2 BHK Flat  In Vighnaharta Complex for Rent  In Kothrud,"Near, Flat num 207, Plot num 34, Vighnaharta Co-operating society, Mhatre Bridge, corner, Erandwana Gaothan, Erandwane, Pune, Maharashtra 411004","₹ 13,000No Extra Maintenance","₹30,000",Rent (Non-Negotiable),Image URL not found,18.4958923,73.8173819,Hotel Roopali,Indian restaurant,18.519451,73.841504,"Survey No 12/27, Fergusson College Road (Sudhabhau Kelkar Road), Pune 411004, Mahārāshtra"
2 BHK Flat  In Vighnaharta Complex for Rent  In Kothrud,"Near, Flat num 207, Plot num 34, Vighnaharta Co-operating society, Mhatre Bridge, corner, Erandwana Gaothan, Erandwane, Pune, Maharashtra 411004","₹ 13,000No Extra Maintenance","₹30,000",Rent (Non-Negotiable),Image URL not found,18.4958923,73.8173819,Vaishali | वैशाली,South indian restaurant,18.520894,73.841451,"P-1218/1, Fergusson College Road (Fergusson College Rd), Pune 411004, Mahārāshtra"
2 BHK Flat  In Vighnaharta Complex for Rent  In Kothrud,"Near, Flat num 207, Plot num 34, Vighnaharta Co-operating society, Mhatre Bridge, corner, Erandwana Gaothan, Erandwane, Pune, Maharashtra 411004","₹ 13,000No Extra Maintenance","₹30,000",Rent (Non-Negotiable),Image URL not found,18.4958923,73.8173819,Mad Over Donuts,Bakery,18.519349,73.845515,"Near Sambhaji Park, Jm Road, Pune 411004, Mahārāshtra"
2 BHK Flat  In Vighnaharta Complex for Rent  In Kothrud,"Near, Flat num 207, Plot num 34, Vighnaharta Co-operating society, Mhatre Bridge, corner, Erandwana Gaothan, Erandwane, Pune, Maharashtra 411004","₹ 13,000No Extra Maintenance","₹30,000",Rent (Non-Negotiable),Image URL not found,18.4958923,73.8173819,Taljai Tekadi,Mountain,18.481783,73.845456,"Sahakar, Pune 411009, Mahārāshtra"
